Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Market Share (%)
2021-05-24,AI,Tesla V100,Africa,900100.1,791,AI Researchers,Individual,58.71
2021-05-24,Gaming,Tesla V100,Africa,1756002.86,3318,AI Researchers,Individual,34.0
2021-05-24,Gaming,Tesla V100,Middle East,331906.17,982,Gamers,Individual,33.86
2021-05-25,AI,RTX 3080,Middle East,751183.35,581,Cloud Providers,Individual,54.09
2021-05-25,AI,Quadro P2200,South America,394685.37,3355,Cloud Providers,Individual,31.63
2021-05-26,AI,RTX 4090,North America,821796.24,684,Educational Institutions,Individual,55.39
2021-05-26,OEM,Tesla T4,Middle East,593753.88,4804,AI Researchers,Individual,66.01
2021-05-26,Data Center,RTX 3080,APAC,1637851.38,1927,Educational Institutions,Business,44.05
2021-05-27,Data Center,RTX 4090,Europe,209727.43,577,Gamers,Individual,30.32
2021-05-28,AI,RTX 3080,South America,1073053.63,518,Gamers,Individual,41.47
2021-05-28,Gaming,RTX 4090,Europe,957827.71,3671,Gamers,Individual,66.62
2021-05-28,Gaming,Tesla T4,APAC,1944020.39,2117,AI Researchers,Individual,39.37
2021-05-29,Gaming,RTX 3080,Europe,62428.16,1708,Gamers,Business,51.2
2021-05-29,Gaming,RTX 4090,Middle East,1008169.36,545,Cloud Providers,Business,49.68
2021-05-29,OEM,RTX 3080,North America,729160.62,3176,Gamers,Business,58.4
2021-05-29,AI,Quadro P2200,APAC,1253293.5,910,Cloud Providers,Business,61.71
2021-05-30,Data Center,RTX 3080,APAC,1073362.78,1946,Cloud Providers,Individual,38.6
2021-05-30,AI,RTX 4090,APAC,612189.87,3565,Cloud Providers,Individual,34.45
2021-05-30,Gaming,RTX 3080,Europe,81993.9,4705,Gamers,Individual,51.14
2021-05-30,Gaming,RTX 4090,South America,729638.05,110,Cloud Providers,Business,41.95
2021-05-30,AI,RTX 3080,North America,282677.66,1541,Gamers,Individual,34.77
2021-05-30,Data Center,RTX 3080,Middle East,326222.63,605,Educational Institutions,Individual,62.02
2021-05-30,OEM,RTX 3080,North America,691876.81,1425,Educational Institutions,Individual,40.32
2021-05-31,Gaming,RTX 4090,Middle East,1084506.53,4285,AI Researchers,Business,45.2
2021-05-31,Data Center,RTX 3080,Middle East,271032.24,4183,AI Researchers,Business,49.58
2021-05-31,Data Center,Quadro P2200,North America,1689868.45,2870,Educational Institutions,Business,42.68
2021-05-31,AI,Tesla T4,South America,493791.93,1553,Gamers,Individual,46.84
2021-06-01,Data Center,Tesla V100,Europe,1755133.83,2103,Gamers,Business,42.87
2021-06-01,OEM,RTX 4090,Middle East,1505725.0,3315,Cloud Providers,Business,39.02
2021-06-02,Gaming,RTX 4090,Africa,1734131.55,1734,Gamers,Business,40.93
2021-06-02,Gaming,RTX 4090,Europe,80550.85,3947,Educational Institutions,Business,54.78
2021-06-03,Gaming,Tesla V100,APAC,791601.79,3805,Cloud Providers,Individual,59.14
2021-06-03,AI,Tesla V100,Europe,983707.71,1426,Cloud Providers,Business,57.29
2021-06-03,OEM,Tesla T4,Middle East,484082.07,2726,Gamers,Individual,43.49
2021-06-04,Data Center,RTX 4090,Africa,1500459.8,1989,Gamers,Individual,54.48
2021-06-04,Data Center,Quadro P2200,Middle East,1538680.42,4100,Cloud Providers,Individual,46.75
2021-06-04,Gaming,Tesla T4,Africa,615095.23,3725,Gamers,Individual,31.13
2021-06-04,OEM,Quadro P2200,APAC,570296.99,4283,Gamers,Business,66.54
2021-06-04,Gaming,Tesla V100,Africa,1412293.1,701,AI Researchers,Individual,63.52
2021-06-04,Gaming,Quadro P2200,North America,493196.23,1407,Cloud Providers,Individual,69.88
2021-06-05,OEM,Tesla V100,Europe,1407072.3,318,AI Researchers,Individual,58.91
2021-06-05,OEM,Tesla T4,North America,1055164.77,940,Cloud Providers,Individual,55.01
2021-06-05,OEM,Quadro P2200,Europe,667468.68,1140,AI Researchers,Individual,61.4
2021-06-06,Data Center,Quadro P2200,Middle East,1237815.7,3690,AI Researchers,Business,37.63
2021-06-07,Gaming,Tesla V100,South America,1254365.28,2499,Educational Institutions,Business,58.01
2021-06-08,OEM,RTX 3080,North America,1728485.74,818,AI Researchers,Individual,59.77
2021-06-08,Gaming,RTX 3080,Africa,320456.46,5000,Gamers,Business,63.46
2021-06-08,OEM,RTX 3080,APAC,1833749.06,4727,Gamers,Business,68.21
2021-06-09,OEM,RTX 3080,Middle East,100301.67,642,Cloud Providers,Individual,40.96
2021-06-09,Gaming,Quadro P2200,North America,1270879.21,2955,Cloud Providers,Business,63.78
2021-06-10,AI,Tesla V100,APAC,1236418.27,4402,Gamers,Individual,64.94
2021-06-10,AI,RTX 4090,APAC,50893.55,4869,Gamers,Business,64.33
2021-06-10,Gaming,RTX 4090,Europe,983665.52,4519,Educational Institutions,Business,38.18
2021-06-10,Gaming,Tesla T4,Africa,282801.03,2487,AI Researchers,Business,57.22
2021-06-11,AI,Tesla T4,APAC,1126026.45,2720,AI Researchers,Individual,35.88
2021-06-12,AI,Tesla T4,South America,1357995.7,4280,Gamers,Business,61.83
2021-06-12,Data Center,RTX 3080,Middle East,1606003.87,906,Gamers,Business,40.9
2021-06-13,AI,Tesla V100,North America,1974987.6,807,Gamers,Business,46.07
2021-06-13,AI,Tesla T4,APAC,66824.01,3410,Gamers,Individual,42.45
2021-06-13,Gaming,RTX 3080,Europe,1202053.92,958,AI Researchers,Individual,63.79
2021-06-13,OEM,RTX 4090,Middle East,1772406.49,814,AI Researchers,Individual,33.34
2021-06-13,OEM,RTX 4090,South America,899046.34,3861,Educational Institutions,Business,31.24
2021-06-14,Data Center,Tesla T4,Africa,741840.15,676,AI Researchers,Individual,39.43
2021-06-15,AI,Quadro P2200,APAC,403308.57,4670,Gamers,Business,56.37
2021-06-15,AI,RTX 3080,APAC,1911108.89,335,Gamers,Individual,40.42
2021-06-15,Gaming,Tesla T4,South America,192082.49,2110,Gamers,Business,64.44
2021-06-16,AI,Tesla V100,South America,1045111.64,1083,AI Researchers,Business,59.74
2021-06-16,Data Center,Tesla T4,Africa,1087466.1,3192,Educational Institutions,Individual,31.18
2021-06-16,Data Center,RTX 4090,APAC,1199286.68,2105,Cloud Providers,Business,52.66
2021-06-17,OEM,Quadro P2200,Africa,1146245.51,3980,Gamers,Individual,40.59
2021-06-17,Data Center,Tesla T4,South America,233614.44,4627,Educational Institutions,Business,61.99
2021-06-17,Data Center,RTX 3080,South America,1770076.64,2807,Gamers,Individual,42.22
2021-06-17,Gaming,Tesla T4,Middle East,862939.38,2294,Gamers,Individual,49.89
2021-06-17,Data Center,Tesla T4,APAC,1568357.95,4685,Cloud Providers,Business,67.68
2021-06-17,Data Center,RTX 4090,Europe,1892232.51,2140,Cloud Providers,Business,66.48
2021-06-17,Data Center,Quadro P2200,Europe,661851.21,806,AI Researchers,Individual,68.62
2021-06-17,Data Center,RTX 3080,Europe,557481.12,1578,Educational Institutions,Individual,54.02
2021-06-17,Gaming,Quadro P2200,North America,432497.82,2464,Educational Institutions,Business,63.75
2021-06-18,AI,Tesla T4,North America,1372875.01,4192,Cloud Providers,Individual,59.48
2021-06-18,Gaming,RTX 4090,APAC,581564.92,4618,Educational Institutions,Business,34.43
2021-06-18,Gaming,Tesla T4,South America,67848.75,4699,Cloud Providers,Individual,30.5
2021-06-18,Gaming,Tesla T4,Africa,314307.61,1549,AI Researchers,Individual,47.55
2021-06-19,Data Center,RTX 4090,APAC,830174.92,2492,Cloud Providers,Individual,68.41
2021-06-19,Data Center,Quadro P2200,South America,1207351.17,3511,AI Researchers,Business,53.29
2021-06-19,AI,Tesla V100,North America,1013178.87,965,AI Researchers,Individual,58.01
2021-06-19,Gaming,RTX 3080,South America,1257233.43,2258,Gamers,Business,64.8
2021-06-19,Data Center,Tesla T4,APAC,1339089.13,1382,Educational Institutions,Business,37.04
2021-06-21,OEM,RTX 3080,APAC,1525026.46,3672,Educational Institutions,Business,57.92
2021-06-21,Gaming,RTX 4090,Middle East,297994.75,2916,Cloud Providers,Individual,36.77
2021-06-21,Data Center,RTX 3080,Africa,1416078.89,2569,Gamers,Individual,56.21
2021-06-21,Data Center,Quadro P2200,Africa,127586.57,392,Cloud Providers,Business,40.31
2021-06-22,Gaming,Quadro P2200,APAC,1930686.94,1937,Educational Institutions,Business,62.3
2021-06-22,Gaming,Tesla T4,Africa,235152.84,1066,Educational Institutions,Business,31.01
2021-06-22,Gaming,Tesla T4,North America,276541.4,4451,AI Researchers,Business,44.96
2021-06-22,Data Center,RTX 4090,APAC,1491467.58,739,AI Researchers,Individual,47.91
2021-06-22,Data Center,RTX 3080,APAC,992411.53,2676,Gamers,Business,38.09
2021-06-23,Data Center,RTX 3080,APAC,1405405.11,1002,Educational Institutions,Business,61.38
2021-06-24,AI,Tesla T4,Middle East,1323783.42,4707,Gamers,Individual,52.09
2021-06-24,AI,Tesla T4,North America,962758.55,2261,Gamers,Business,31.59
2021-06-24,OEM,RTX 4090,Middle East,1467446.73,3480,AI Researchers,Business,48.73
2021-06-24,OEM,Quadro P2200,Africa,744816.86,2014,AI Researchers,Individual,58.12
2021-06-24,OEM,Tesla V100,APAC,377587.4,1283,Educational Institutions,Individual,47.57
2021-06-24,Data Center,Tesla T4,North America,1679529.77,1388,AI Researchers,Individual,36.83
2021-06-25,AI,RTX 3080,APAC,1084839.04,4930,AI Researchers,Business,38.2
2021-06-25,OEM,Tesla V100,Africa,634288.77,3775,Gamers,Individual,39.88
2021-06-25,OEM,Quadro P2200,Europe,1589515.79,367,Educational Institutions,Individual,31.06
2021-06-25,AI,Tesla T4,APAC,292153.55,1983,Educational Institutions,Individual,35.47
2021-06-26,OEM,RTX 3080,APAC,1565396.5,754,Gamers,Individual,56.66
2021-06-26,OEM,Tesla V100,Africa,443731.61,1848,Cloud Providers,Individual,40.64
2021-06-27,Data Center,RTX 4090,North America,146245.87,887,Gamers,Individual,43.1
2021-06-27,AI,RTX 3080,North America,955009.71,3040,Gamers,Individual,42.75
2021-06-27,OEM,RTX 3080,Middle East,330760.76,1916,Cloud Providers,Individual,68.97
2021-06-27,OEM,Tesla V100,APAC,1268781.41,565,AI Researchers,Business,47.27
2021-06-28,AI,Quadro P2200,Middle East,355540.82,4711,AI Researchers,Business,34.93
2021-06-28,AI,Tesla V100,Africa,578369.28,161,Educational Institutions,Business,51.93
2021-06-28,OEM,Quadro P2200,Europe,1522850.49,3933,Educational Institutions,Individual,68.54
2021-06-29,Data Center,Tesla T4,North America,1148953.81,687,Cloud Providers,Individual,56.82
2021-07-01,AI,RTX 3080,APAC,167012.24,180,Gamers,Individual,39.75
2021-07-01,OEM,Tesla V100,Europe,524771.11,4788,Educational Institutions,Business,46.02
2021-07-01,Gaming,Tesla V100,North America,1942450.15,4230,Gamers,Individual,44.67
2021-07-01,Data Center,RTX 3080,Middle East,1612189.75,3493,Gamers,Business,65.74
2021-07-02,Data Center,Tesla T4,APAC,695067.15,1142,Cloud Providers,Individual,62.0
2021-07-02,OEM,RTX 4090,North America,1206801.92,1898,Gamers,Business,62.81
2021-07-02,AI,Tesla T4,Europe,1712608.75,4468,AI Researchers,Business,49.01
2021-07-03,Data Center,RTX 3080,APAC,1918726.37,4871,Educational Institutions,Individual,59.3
2021-07-03,Gaming,Quadro P2200,South America,86820.45,772,Educational Institutions,Business,62.52
2021-07-04,AI,RTX 3080,APAC,1601791.05,1486,Cloud Providers,Individual,53.08
2021-07-04,AI,Quadro P2200,North America,1080415.69,2089,AI Researchers,Business,42.71
2021-07-04,OEM,RTX 3080,South America,1199011.71,3060,Educational Institutions,Individual,31.58
2021-07-04,OEM,Tesla T4,Middle East,1022420.71,2663,AI Researchers,Individual,52.47
2021-07-04,Gaming,Quadro P2200,North America,1609955.01,3324,Gamers,Individual,40.53
2021-07-05,Data Center,Quadro P2200,APAC,703711.08,4510,Educational Institutions,Individual,58.46
2021-07-05,OEM,Quadro P2200,South America,1201080.83,2060,AI Researchers,Individual,53.85
2021-07-05,OEM,Tesla V100,South America,759352.37,3419,AI Researchers,Business,53.64
2021-07-05,OEM,RTX 3080,Africa,1001796.05,2360,Gamers,Business,63.59
2021-07-06,Gaming,Tesla V100,South America,1017900.87,1304,AI Researchers,Business,52.71
2021-07-06,OEM,Tesla V100,South America,798646.03,1865,Educational Institutions,Business,32.83
2021-07-06,AI,RTX 3080,APAC,92060.19,1791,Gamers,Individual,50.02
2021-07-06,Data Center,Quadro P2200,Europe,494658.08,2136,Cloud Providers,Business,68.89
2021-07-06,Gaming,Tesla V100,Middle East,1334402.46,2844,AI Researchers,Individual,62.62
2021-07-06,Gaming,Tesla V100,Europe,1549622.26,1734,Gamers,Business,35.29
2021-07-06,Data Center,RTX 3080,South America,581705.19,2599,Gamers,Business,40.38
2021-07-06,OEM,Tesla T4,APAC,1714093.45,782,Cloud Providers,Business,43.24
2021-07-06,Gaming,Tesla V100,Europe,913440.4,3318,Gamers,Individual,43.44
2021-07-06,Data Center,Quadro P2200,South America,1883005.26,4163,AI Researchers,Individual,43.99
2021-07-07,Gaming,Quadro P2200,Middle East,1118846.36,1575,Educational Institutions,Business,53.75
2021-07-07,Data Center,RTX 3080,North America,102325.3,2867,Cloud Providers,Business,36.7
2021-07-07,AI,RTX 4090,APAC,641938.43,3612,Educational Institutions,Business,69.24
2021-07-07,Data Center,RTX 3080,Middle East,1276314.49,3495,AI Researchers,Individual,50.28
2021-07-07,AI,RTX 3080,Africa,891444.54,4931,AI Researchers,Individual,32.93
2021-07-08,Gaming,RTX 4090,Middle East,1256364.33,1813,Educational Institutions,Individual,36.17
2021-07-08,OEM,Tesla T4,North America,813621.56,988,AI Researchers,Individual,62.26
2021-07-08,Gaming,Quadro P2200,Europe,398507.29,4886,Gamers,Business,59.38
2021-07-08,OEM,Quadro P2200,Europe,1214199.65,2791,Cloud Providers,Individual,62.16
2021-07-09,AI,RTX 3080,Middle East,1725085.09,4041,AI Researchers,Business,65.41
2021-07-09,Data Center,Tesla V100,APAC,633241.14,4659,Educational Institutions,Business,47.69
2021-07-09,AI,RTX 4090,North America,50804.82,4344,Educational Institutions,Individual,44.03
2021-07-10,Data Center,RTX 3080,Middle East,490279.82,3954,AI Researchers,Business,63.0
2021-07-10,OEM,RTX 4090,South America,881419.34,4691,AI Researchers,Individual,46.26
2021-07-12,AI,Quadro P2200,South America,1729648.62,2472,Cloud Providers,Individual,66.98
2021-07-12,OEM,Tesla V100,APAC,1141048.74,196,Educational Institutions,Business,48.52
2021-07-12,Data Center,Tesla T4,Europe,1364641.31,4504,Cloud Providers,Individual,33.3
2021-07-12,AI,RTX 3080,Middle East,1028937.23,2385,AI Researchers,Individual,61.56
2021-07-13,AI,Quadro P2200,Africa,1426106.43,1388,AI Researchers,Business,40.56
2021-07-14,OEM,Tesla T4,South America,764941.77,2255,AI Researchers,Individual,66.97
2021-07-14,AI,Tesla V100,Europe,724102.14,4961,Educational Institutions,Individual,59.29
2021-07-14,Data Center,Tesla T4,Africa,1799159.81,4932,Gamers,Individual,54.03
2021-07-14,Data Center,Tesla T4,Europe,1574910.87,1494,Gamers,Business,47.82
2021-07-14,OEM,RTX 4090,Africa,74916.49,2537,Educational Institutions,Individual,37.8
2021-07-15,OEM,Tesla T4,Middle East,1496305.8,4291,AI Researchers,Individual,43.92
2021-07-15,AI,Quadro P2200,Middle East,520404.59,1973,Educational Institutions,Individual,50.78
2021-07-15,Gaming,RTX 3080,Middle East,1496769.0,337,Gamers,Individual,41.27
2021-07-15,Gaming,Quadro P2200,South America,60514.45,3150,Gamers,Business,53.34
2021-07-16,OEM,Tesla T4,Africa,309643.31,3723,Educational Institutions,Business,42.74
2021-07-16,AI,Quadro P2200,APAC,87785.2,3037,Gamers,Business,53.35
2021-07-16,AI,Tesla T4,APAC,745991.43,553,Educational Institutions,Business,52.52
2021-07-17,Gaming,Quadro P2200,South America,406996.75,467,Cloud Providers,Business,67.12
2021-07-17,AI,Quadro P2200,North America,227938.54,4065,Gamers,Business,41.27
2021-07-17,OEM,Tesla V100,APAC,1606484.79,152,Cloud Providers,Individual,67.95
2021-07-18,AI,Quadro P2200,Middle East,1920520.28,2346,Cloud Providers,Business,62.31
2021-07-18,OEM,RTX 3080,North America,616645.85,4992,AI Researchers,Individual,62.2
2021-07-18,Gaming,RTX 4090,APAC,1336163.05,1454,Educational Institutions,Individual,64.28
2021-07-18,Data Center,RTX 4090,Africa,450650.21,354,Cloud Providers,Individual,31.72
2021-07-18,OEM,RTX 4090,Middle East,1545851.26,2105,Cloud Providers,Individual,67.68
2021-07-18,Gaming,Tesla V100,North America,212724.03,167,AI Researchers,Individual,46.4
2021-07-19,Data Center,RTX 3080,Africa,615381.47,2495,Gamers,Individual,40.3
2021-07-19,Data Center,Tesla T4,Europe,563430.44,869,Educational Institutions,Business,48.36
2021-07-20,OEM,Tesla V100,APAC,118828.56,1243,Gamers,Business,63.93
2021-07-20,AI,Tesla T4,Europe,1708963.2,4057,Gamers,Individual,52.64
2021-07-20,Data Center,Tesla T4,Europe,220056.0,533,Gamers,Business,59.88
2021-07-20,AI,Tesla T4,APAC,927867.68,3638,Educational Institutions,Business,30.7
2021-07-21,Gaming,RTX 3080,APAC,528755.88,2145,Gamers,Individual,37.0
2021-07-22,Data Center,Tesla V100,South America,777227.03,1576,Gamers,Business,48.66
2021-07-22,Data Center,RTX 3080,Europe,533520.9,2559,Cloud Providers,Individual,54.32
2021-07-22,OEM,RTX 3080,Europe,1500851.53,616,AI Researchers,Individual,48.63
2021-07-22,OEM,Tesla V100,Europe,1188306.4,3232,Educational Institutions,Business,55.28
2021-07-22,AI,Tesla V100,APAC,1044104.33,149,Gamers,Individual,38.15
2021-07-22,Gaming,Quadro P2200,Africa,812604.8,1437,AI Researchers,Individual,37.29
2021-07-22,Data Center,Tesla T4,APAC,1086398.43,507,Gamers,Individual,49.69
2021-07-23,AI,RTX 3080,APAC,1603782.71,2867,Educational Institutions,Business,57.61
2021-07-23,Data Center,Quadro P2200,Europe,738465.19,3377,Educational Institutions,Business,46.61
2021-07-23,AI,Tesla V100,Africa,993716.22,4374,Cloud Providers,Business,52.47
2021-07-23,AI,RTX 3080,APAC,1451318.69,3356,Educational Institutions,Individual,63.27
2021-07-23,Data Center,Tesla T4,North America,1298094.62,4837,Gamers,Business,68.31
2021-07-23,Gaming,RTX 3080,South America,1957933.57,2675,AI Researchers,Individual,57.74
2021-07-23,AI,Quadro P2200,South America,381737.83,1962,Gamers,Business,56.05
2021-07-24,AI,Tesla T4,Europe,115117.83,1024,Educational Institutions,Business,56.22
2021-07-24,Gaming,Tesla V100,South America,477312.04,1700,AI Researchers,Business,53.3
2021-07-24,OEM,RTX 3080,South America,281708.79,4002,AI Researchers,Business,39.53
2021-07-24,Data Center,RTX 4090,Middle East,1855077.87,4792,AI Researchers,Individual,59.65
2021-07-24,AI,RTX 3080,Europe,563231.98,2571,Gamers,Individual,44.16
2021-07-24,Data Center,Tesla V100,APAC,1025192.37,1527,Educational Institutions,Individual,53.58
2021-07-24,OEM,RTX 3080,North America,470839.77,941,Educational Institutions,Individual,63.11
2021-07-25,OEM,RTX 3080,APAC,1879116.14,522,Educational Institutions,Individual,57.66
2021-07-25,OEM,Tesla T4,APAC,980707.23,4811,Educational Institutions,Business,61.34
2021-07-25,AI,Quadro P2200,APAC,361168.53,1857,Gamers,Business,43.83
2021-07-25,OEM,RTX 3080,Middle East,818519.92,1801,Cloud Providers,Business,67.92
2021-07-26,Gaming,RTX 3080,Africa,1965428.1,2776,Gamers,Business,53.24
2021-07-26,OEM,Tesla T4,Europe,819997.79,1575,Gamers,Business,43.65
2021-07-26,OEM,Quadro P2200,Middle East,345095.43,549,Cloud Providers,Individual,43.28
2021-07-26,OEM,Tesla T4,South America,1659217.89,998,Gamers,Individual,53.82
2021-07-26,OEM,Quadro P2200,Africa,303870.43,4051,AI Researchers,Business,41.34
2021-07-26,OEM,Tesla T4,Europe,374464.62,2071,Cloud Providers,Business,69.07
2021-07-26,Data Center,RTX 3080,Europe,1512303.8,3118,AI Researchers,Individual,44.1
2021-07-27,Gaming,RTX 4090,North America,1269641.43,4330,AI Researchers,Individual,45.53
2021-07-27,OEM,Tesla T4,Middle East,1458181.8,455,Gamers,Individual,63.76
2021-07-27,AI,Tesla T4,Europe,618931.29,4610,Educational Institutions,Individual,31.48
